taluk,district
Chagallu Mandalam,West Godavari
Deverapalli Mandalam,West Godavari
Nidamarrumandalam,West Godavari
Pentapadumandalam,West Godavari
Deverapalli,West Godavari
Kovvur,West Godavari
Tanuku Mandal,West Godavari
Ganapavarammandalam,West Godavari
Palakoderu Mandalam,West Godavari
Gopalapuram Mandal,West Godavari
Devarapalli Mandal,West Godavari
Nallajerla,West Godavari
Kovvur Mandalam,West Godavari
Peravali,West Godavari
Undrajavaram Mandalam.,West Godavari
Ganapavaramm Andalam,West Godavari
Wgdt,West Godavari
Devipatnammandalam,East Godavari
Polavarammandalam,West Godavari
Devipatnam Mandalam,East Godavari
Tanuku Mandalam,West Godavari
Nidamarry Mandal,West Godavari
Pentapadu,West Godavari
Polavaram,West Godavari
Nallajarla Mandal,West Godavari
Polavaram Mandal,West Godavari
Pentapadu Mandall,West Godavari
Nallajerlamandalam,West Godavari
Buttayagudem Mandalam,West Godavari
Nidadavole Mandal,West Godavari
Tallapudi Mandal,West Godavari
Undrajavaram Mandalam,West Godavari
Tadepalligudem Mandaolam,West Godavari
Undi Mandalam,West Godavari
Bapatla,Guntur
Kuchinapudi,Guntur
Turumella,Guntur
Bhattiprolu,Guntur
Cherukupalli,Guntur
Nizampatnam,Guntur
Ponnuru,Guntur
Amartaluru,Guntur
Bhattiprole,Guntur
Anantavaram,Guntur
Angalakudur,Guntur
Appikatla,Guntur
Patsalatadiparru,Guntur
Cherukupalle,Guntur
Tenali,Guntur
Vemuru,Guntur
Nagaram,Guntur
Repalle,Guntur
Inturu,Guntur
Kolluru,Guntur
Karlapalem,Guntur
Chandole,Guntur
Cheruvu,Guntur
Duggirala,Guntur
Ponnur,Guntur
Kollipara,Guntur
Chodayapalem,Guntur
Dhulipudi,Guntur
Emani,Guntur
Intur,Guntur
Kanagala,Guntur
Stuvartpuram,Guntur
Kolakaluru,Guntur
Kuchipudi,Guntur
Tsunduru,Guntur
Cheruuvu,Guntur
Nandivelugu,Guntur
Sangamjagarlamudi,Guntur
Vellaturu,Guntur
Vijayawada (Urban),Krishna
A.Konduru,Krishna
Krishna,Krishna
Telaprolu,Krishna
Gampalagudem,Krishna
Thotlavalluru,Krishna
Nandigama,Krishna
Akunuru,Krishna
Penugolanu,Krishna
Tiruvuru,Krishna
Veerullapadu,Krishna
Gannavaram,Krishna
Chandarlapadu,Krishna
Kondapalli,Krishna
Katuru,Krishna
Vijayawada (Rural),Krishna
Chandaralpadu,Krishna
Veeravalli,Krishna
Agiripalle,Krishna
Gamplaguedem,Krishna
Vja,Krishna
Jaggayyapeta,Krishna
Jaggaiahpet,Krishna
Vijayawada,Krishna
Poranki,Krishna
Vatsavai,Krishna
Chadarlapadu,Krishna
Penuganchiprolu,Krishna
Penamaluru Mandal,Krishna
Aukiripalli,Krishna
Gamplagudem,Krishna
Amalapuram.,East Godavari
Sakhinetipalli Mandal,East Godavari
Mamidikuduru,East Godavari
Mummidivaram,East Godavari
Ainavilli,East Godavari
Allavaram,East Godavari
Amalapuram,East Godavari
Ambajipeta,East Godavari
Uppalaguptan Mandal,East Godavari
Atreyapuram,East Godavari
Razole,East Godavari
Razole Mandal,East Godavari
Atreyapuram Mandal,East Godavari
Kothapeta Taluk,East Godavari
Katrenikona,East Godavari
Amalapuram Mandal,East Godavari
Allavaram Mandal,East Godavari
Uppalaguptam,East Godavari
Kothapeta,East Godavari
Katrenikona Mandal,East Godavari
Sakhinetipalli,East Godavari
D.gannavaram Mandal,East Godavari
Malikipuram,East Godavari
P.gannavaram,East Godavari
Ravulapalem Mandal,East Godavari
Mummidivaram Mandal,East Godavari
I.polavaram Mandal,East Godavari
Ravulapalem,East Godavari
I.polavaram,East Godavari
Malikipuram Mandal,East Godavari
Atreypauram,East Godavari
Ambajipeta Mandal,East Godavari
Ainavilli Mandal,East Godavari
P.gannavaram Mandal,East Godavari
Uppalaguptam Mandal,East Godavari
Mamidikuduru Mandal,East Godavari
Amabajipeta,East Godavari
Kothapeta Mandal,East Godavari
Chodavaram,Visakhapatnam
Narsipatnam,Visakhapatnam
Anakapalle,Visakhapatnam
Araku,Visakhapatnam
Araku Valley,Visakhapatnam
Paderu,Visakhapatnam
Yellamanchili,Visakhapatnam
Atchutapuram,Visakhapatnam
Paravada,Visakhapatnam
Chintapalle,Visakhapatnam
Golugonda,Visakhapatnam
Nathavaram,Visakhapatnam
Cheedikada,Visakhapatnam
Ananthagiri,Visakhapatnam
Thondangi,East Godavari
Gollaprolu,East Godavari
Tuni,East Godavari
Addatigala,East Godavari
Kotananduru,East Godavari
Kothapalli,East Godavari
Rajavommangi,East Godavari
Sankhavaram,East Godavari
Peddapuram,East Godavari
Kakinada (Urban),East Godavari
Karapa,East Godavari
Kakinada,East Godavari
Kirlampudi,East Godavari
Yeleswaram,East Godavari
Addateegala,East Godavari
Pithapuram,East Godavari
Y .ramavaram,East Godavari
Pedapudi,East Godavari
Tallarevu,East Godavari
Pondicherry,East Godavari
Kajuluru,East Godavari
Jaggampeta,East Godavari
Samalkot,East Godavari
Kakinada Rural,East Godavari
Thallarevu,East Godavari
Rangampeta,East Godavari
Samalkota,East Godavari
Addathigala,East Godavari
pithapuram,East Godavari
Y Ramavaram,East Godavari
Makkuva,Vizianagaram
R.amadalavalasa,Srikakulam
Balijipeta,Vizianagaram
Badangi,Vizianagaram
Bobbili,Vizianagaram
Therlam,Vizianagaram
Gummalakshmipuram,Vizianagaram
Jiyyammavalasa,Vizianagaram
Salur,Vizianagaram
Komarada,Vizianagaram
Seethanagaram,Vizianagaram
Palakonda,Srikakulam
Ramabhadrapuram,Vizianagaram
Garividi,Vizianagaram
Parvatipuram,Vizianagaram
Sigadam,Srikakulam
Merakamudidam,Vizianagaram
Veeraghattam,Srikakulam
Sigadam Mandal,Srikakulam
Kurupam,Vizianagaram
Garugubilli,Vizianagaram
Dattirajeru,Vizianagaram
Chipurupalle,Vizianagaram
Gurla,Vizianagaram
Seethampeta,Srikakulam
Pachipenta,Vizianagaram
Meraka Mudidam,Vizianagaram
Rajam,Srikakulam
Vangara,Vizianagaram
Parvathipuram,Vizianagaram
Jiyyammavalsa,Vizianagaram
R. Amadalavalasa,Srikakulam
Regidi Mandal,Srikakulam
Dattirajeru Bo,Vizianagaram
Ganguvada Sigadam Mandal,Srikakulam
Rampachodavaram,East Godavari
Alamuru,East Godavari
Rajahmundry (Urban),East Godavari
Gangavaram,East Godavari
Anaparthy,East Godavari
Kapileswarapuram,East Godavari
Bikkavolu,East Godavari
Mandapeta,East Godavari
Gokavaram,East Godavari
Pamaru,East Godavari
Korukonda,East Godavari
Kadiyam,East Godavari
Rajanagaram,East Godavari
Maredumilli,East Godavari
Rayavaram,East Godavari
Sithanagaram,East Godavari
Devipatnam,East Godavari
Gandepalli,East Godavari
Rajahmundry Rural,East Godavari
Ragampeta,East Godavari
Sithanagram,East Godavari
Rajaahmundry Rural,East Godavari
Rajahmundry,East Godavari
Laveru Mandal,Srikakulam
Rajam Mandal,Srikakulam
Tekkali,Srikakulam
Etcherla,Srikakulam
Amadalavalasa Mandal,Srikakulam
Vajrapukotturu Mandal,Srikakulam
Kotturu Mandal,Srikakulam
Sarubujjili Mandal,Srikakulam
Srikakulam Mandal,Srikakulam
Jalumuru Mandal,Srikakulam
Burja Mandal,Srikakulam
Etcherla Mandal,Srikakulam
Saravakota Mandal,Srikakulam
Amadalavalasa,Srikakulam
Polaki Mandal,Srikakulam
Regidi Amadalavalasa,Srikakulam
Gara Mandal,Srikakulam
Palasa Mandal,Srikakulam
Vangara Mandal,Srikakulam
Srikakulam,Srikakulam
Ranasthalam Mandal,Srikakulam
Sompeta Mandal,Srikakulam
Bhamini,Srikakulam
Mandasa Mandal,Srikakulam
Kaviti Mandal,Srikakulam
Hiramandalam Mandal,Srikakulam
Bhamini Mandal,Srikakulam
Ichchapuram Mandal,Srikakulam
Santhakaviti Mandal,Srikakulam
Pathapatnam Mandal,Srikakulam
Nandigam Mandal,Srikakulam
Santabommali Mandal,Srikakulam
Saravakota Mdl,Srikakulam
Tekkali Mandal,Srikakulam
Kanchili Mandal,Srikakulam
Gara,Srikakulam
Ponduru Mandal,Srikakulam
Burja,Srikakulam
Ichchapuram,Srikakulam
Meliaputti Mandal,Srikakulam
Seethampeta Mandal,Srikakulam
Amadalavalasa Manal,Srikakulam
Narasannapeta Mandal,Srikakulam
Kotabommali Mandal,Srikakulam
Kaviti,Srikakulam
Narasannapeta,Srikakulam
Pathapatnam,Srikakulam
Vajrapukothuru,Srikakulam
Palasa,Srikakulam
Cheepurupalle,Vizianagaram
Mandasa,Srikakulam
Hiramandalam,Srikakulam
Ranastalam,Srikakulam
Santhabommali Mandal,Srikakulam
Therlam Mandal,Vizianagaram
Kotabommali,Srikakulam
Meliaputti,Srikakulam
Jalumuru,Srikakulam
Bhamani Mandal,Srikakulam
Kotturu,Srikakulam
Merakamudidam Mandal,Vizianagaram
Laveru,Srikakulam
Santhabommali,Srikakulam
Sarubujjili,Srikakulam
Kotabommalimandal,Srikakulam
Ponduru,Srikakulam
Lakshminarsupeta,Srikakulam
G.sigadam Mandal,Srikakulam
Visakhapatnam (Urban),Visakhapatnam
Gajuwaka,Visakhapatnam
Visakhapatnam.,Visakhapatnam
Viskhapatnam,Visakhapatnam
Visakhapatnam,Visakhapatnam
Pedagantyada,Visakhapatnam
Bheemunipatnam,Visakhapatnam
Pendurthi,Visakhapatnam
Visakhapatnam (Rural),Visakhapatnam
Anandapuram,Visakhapatnam
Visakhapatnam Rural,Visakhapatnam
Vepada,Vizianagaram
Nellimarla,Vizianagaram
Apspqrs,Visakhapatnam
Denkada,Vizianagaram
Alamanda Rs,Vizianagaram
Alamanda,Vizianagaram
Pusapatirega,Vizianagaram
S Kota,Vizianagaram
Bhogapuram,Vizianagaram
Bondapalli,Vizianagaram
Jami,Vizianagaram
Vizianagaram,Vizianagaram
Gajapathinagaram,Vizianagaram
B.tallavalasa,Vizianagaram
Kothavalasa,Vizianagaram
Alamanada,Vizianagaram
Anathagiri,Visakhapatnam
Mentada,Vizianagaram
Bonangi,Vizianagaram
Challapeta,Vizianagaram
Gantyada,Vizianagaram
L Kota,Vizianagaram
Datti Rajeru,Vizianagaram
Srungavarapukota,Vizianagaram
Konada,Vizianagaram
Kotagandredu,Vizianagaram
Moida,Vizianagaram
Pedamajjipalem,Vizianagaram
Pedamanapuram,Vizianagaram
gajapathinagram,Vizianagaram
Ramathirtam,Vizianagaram
S.kota.,Vizianagaram
Lakhimpur,Lakhimpur
Khowang Ghat,Dibrugarh
Islamgaon,Lakhimpur
Bamunbari,Dibrugarh
Silapathar,Dhemaji
Sissiborgaon,Dhemaji
Dikom,Dibrugarh
Duliajan,Dibrugarh
Dhemaji,Dhemaji
Dhalpur,Lakhimpur
Namrup,Dibrugarh
Dibrugarh,Dibrugarh
Bihupuria,Lakhimpur
Bihpuria,Lakhimpur
Dhakuakhana,Lakhimpur
Khiowang Ghat,Dibrugarh
Barabruah,Dibrugarh
Chabua,Dibrugarh
Naharkatia,Dibrugarh
Barbaruah,Dibrugarh
Pathalipahar,Lakhimpur
Rajgarh,Dibrugarh
Ghilamara,Lakhimpur
Machkhowa,Dhemaji
Naholia,Dibrugarh
Tengakhat,Dibrugarh
Bhogpur,Lakhimpur
Tingkhong,Dibrugarh
Boginadi,Lakhimpur
Lahoal,Dibrugarh
Dikrong,Lakhimpur
Bordoloni,Dhemaji
Khowang,Dibrugarh
Simen Chapori,Dhemaji
Silapthar,Dhemaji
Dhlapur,Lakhimpur
Laluk,Lakhimpur
Tingkhiong,Dibrugarh
Khowang Ghat,Dibrugarh
Jonai,Dhemaji
Gogamukh,Lakhimpur
Mohanbari,Dibrugarh
Badati,Lakhimpur
Jeypore,Dibrugarh
Pathalipam,Lakhimpur
Ghilamara`,Lakhimpur
North Lakhimpur,Lakhimpur
Khiowang,Dibrugarh
Nahariatia,Dibrugarh
Klhowang,Dibrugarh
Barbarua,Dibrugarh
Gerukamukh,Dhemaji
Moinapara,Lakhimpur
Isalmgaon,Lakhimpur
Naoboicha,Lakhimpur
Tinghkhong,Dibrugarh
Sissiborgaron,Dhemaji
Panigaon,Lakhimpur
Parbatpur,Dibrugarh
Lahoal;,Dibrugarh
Morigaon,Marigaon
Nagaon,Nagaon
Ambagan,Nagaon
Hojai,Nagaon
Diphu,Karbi Anglong
Donka,Karbi Anglong
Hamren,Karbi Anglong
Lanka,Nagaon
Bhuragaon,Marigaon
Raha,Nagaon
Bokajan,Karbi Anglong
Donkamokam,Karbi Anglong
Doboka,Nagaon
Dhing,Nagaon
Nagon,Nagaon
Jagiroad,Marigaon
Kampur,Nagaon
Kaliabor,Nagaon
Glt,Golaghat
Svs,Sibsagar
Jorhat,Jorhat
Sibsagar,Sibsagar
Golaghat,Golaghat
Bkt,Golaghat
Ttb,Jorhat
Glgt,Golaghat
Majuli,Jorhat
Sivasagar,Sibsagar
Bokakhat,Golaghat
Glt.,Golaghat
Sarupathar,Golaghat
Titabor,Jorhat
Svs.,Sibsagar
Margherita,Tinsukia
Chapakhowa,Tinsukia
Doom Dooma,Tinsukia
Doomdooma,Tinsukia
Tinsukia,Tinsukia
Teghakhat,Tinsukia
Margfherita,Tinsukia
Sadiya,Tinsukia
Tipling,Tinsukia
Karimganj,Karimganj
Silchar,Cachar
Dalu,Cachar
Cleaver House,Cachar
Karimanj,Karimganj
Hatigarh,Darrang
Alisinga,Sonitpur
Kalabari,Sonitpur
Harisinga,Darrang
Balipara,Sonitpur
Lalpul Bazar,Darrang
Halem,Sonitpur
Duni,Darrang
Borgong,Sonitpur
Atterikhat,Darrang
Chariduar,Sonitpur
Mangaldoi,Darrang
Bindukuri,Sonitpur
Khoirabari,Darrang
Sipajhar,Darrang
Bakola,Sonitpur
Barangabari,Sonitpur
Sootea,Sonitpur
Dhula,Darrang
Pabhoi,Sonitpur
Kaliabhomora,Sonitpur
Tetenbari,Sonitpur
Naharbari,Sonitpur
Sirajuli,Sonitpur
Ketekibari,Sonitpur
Udalguri,Darrang
Bandarmari,Sonitpur
Bihaguri,Sonitpur
Pathorighat,Darrang
Kalaigaon,Darrang
Bhakatpara,Darrang
Thelamara,Sonitpur
Deomornoi,Darrang
Missamari,Sonitpur
Mazbat,Darrang
Darrang Panbari,Sonitpur
Bedeti,Sonitpur
Behali,Sonitpur
Panerihat,Darrang
Besseria,Sonitpur
Bhairabkunda,Darrang
Rowta,Darrang
Purani Tangla,Darrang
Biswanathghat,Sonitpur
Ghoramari,Sonitpur
Kopati,Darrang
Orang,Darrang
Gingia,Sonitpur
Borjuli,Sonitpur
Borsola,Sonitpur
Charilai,Sonitpur
Dalgaon,Darrang
Dhekiajuli,Sonitpur
Besesria,Sonitpur
Dekargaon,Sonitpur
Dimakuchi,Darrang
Howajan,Sonitpur
Rangapara,Sonitpur
Kharupetiaghat,Darrang
Jamugurihat,Sonitpur
Gohpur,Sonitpur
Shalonibari,Sonitpur
Hazarapar,Sonitpur
Kacharigaon,Sonitpur
Karsontala,Sonitpur
Tezpur,Sonitpur
Khalihamari,Sonitpur
Khelmati,Sonitpur
Chariali,Sonitpur
Lokra,Sonitpur
Tangla,Darrang
Mijikajan,Sonitpur
Nagshankar,Sonitpur
Napaam,Sonitpur
Panchmile,Sonitpur
Rangachakua,Sonitpur
Bongaigaon,Bongaigaon
Abhayapuri,Bongaigaon
Manikpur,Bongaigaon
Dotma,Kokrajhar
Balijana,Goalpara
South Salmara,Dhubri
Dhubri,Dhubri
Debitala,Dhubri
Boitamari,Bongaigaon
Srijangram,Bongaigaon
Kushdhowa,Goalpara
Lakhipur,Goalpara
Khusdhowa,Goalpara
Borobazar,Bongaigaon
Bilasipara,Kokrajhar
Dudnai,Goalpara
Bijni,Bongaigaon
Gossaigaon,Kokrajhar
Rupsi,Dhubri
Rangjuli,Goalpara
B.s.gram,Bongaigaon
Bagribari,Dhubri
Matia,Goalpara
Kachugaon,Kokrajhar
Goalpara,Goalpara
Golakganj,Dhubri
B.s. Gram,Bongaigaon
Hatidhura,Kokrajhar
Baitamari,Bongaigaon
Salmara South,Dhubri
Raniganj,Dhubri
Mankachar,Dhubri
Kokrajhar,Kokrajhar
Bengtal,Bongaigaon
Agomoni,Dhubri
Dotoma,Kokrajhar
Mahamaya,Dhubri
Debitola,Dhubri
Boro Bazar,Bongaigaon
Agamoni,Dhubri
Sidli Chirang,Bongaigaon
Chapar Salkocha,Dhubri
Krishnai,Goalpara
Golokganj,Dhubri
Fekamari,Dhubri
Golakganj S.o.,Dhubri
Sidli (Part-II),Bongaigaon
Dudhnoi,Goalpara
Minikpur,Bongaigaon
Bhowraguri,Kokrajhar
Salkocha,Dhubri
B.s.gram.,Bongaigaon
Dudhnai,Goalpara
Bengtol,Bongaigaon
Rupshi,Dhubri
Rani Block ( Palasbari Circle),Kamrup
Dakhin Sarubanswar Mauza,Kamrup
Hajo Block,Kamrup
Pubchamaria ( Goroimari Block),Kamrup
Mandia,Kamrup
Gmc,Kamrup
Sonapur Block,Kamrup
Gmc ( North Gh Circle ),Kamrup
Palashbari Circle,Kamrup
Dakhin Sarubanswar (rampur),Kamrup
Chamaria,Kamrup
Goreswar Block,Kamrup
Bezera Block,Kamrup
Kamalpur,Kamrup
Chhaygaonpantan,Kamrup
Chhaygaon Pantan,Kamrup
Rangia Block,Kamrup
Dakhin Sarubanswar ( Rampur),Kamrup
Kamalpur Block,Kamrup
Boko,Kamrup
Rampur Block,Kamrup
Rampur,Kamrup
Goroimari,Kamrup
Goroimari Block,Kamrup
Bongaon ( Boko),Kamrup
Bongaon,Kamrup
Soalkuchi Block,Kamrup
Jharobari Block,Kamrup
Chandrapur Block,Kamrup
Greswar Block,Kamrup
Kamalpur Block Taluk of Kamrup,Kamrup
Palasbari Circle,Kamrup
Jalukbari Lac,Kamrup
Dakhin Sarubansar ( C. Block),Kamrup
Luki ( Boko Block),Kamrup
P. Chamaria ( Goroimari Block),Kamrup
Chaini ( Jharobari),Kamrup
Jharobari Block ( Chainibardua,Kamrup
Luki (boko Block),Kamrup
Jharobari Block(chaini Barduar,Kamrup
Chamaria Block,Kamrup
Rani Block ( Palashbari Circle,Kamrup
Dakhinsarubanswar ( R. Block),Kamrup
Jharobariblock(chainibarduar),Kamrup
Rani Block,Kamrup
Rani,Kamrup
Barkhetri,Nalbari
Adalbari,Nalbari
Ahopa,Nalbari
Allia,Nalbari
Chamata,Nalbari
Dhanbil,Nalbari
Angardhowa,Nalbari
Angarkata,Nalbari
Kamarkuchi,Nalbari
Chowk Bazar,Nalbari
Arikuchi,Nalbari
Niz Namati,Nalbari
Marowa,Nalbari
Baganpara,Nalbari
Baghmarabazar,Barpeta
Jagra,Nalbari
Bagulamari,Nalbari
Baharihat,Barpeta
Pathsala,Barpeta
Bakuajari,Nalbari
Bala,Nalbari
Bali,Nalbari
Balikaria,Nalbari
Balikuchi,Nalbari
Balilecha,Nalbari
Balowa,Nalbari
Bajali,Barpeta
Banagram,Nalbari
Banagrasm,Nalbari
Banbari,Nalbari
Banekuchi,Nalbari
Bangaon,Nalbari
Barajol,Nalbari
Barama,Nalbari
Baramchari,Nalbari
Chowkbazar,Nalbari
Barbari,Nalbari
Doomni,Nalbari
Baridatara,Nalbari
Barimakha,Nalbari
Barimukh,Nalbari
Milanpur,Nalbari
Belsor,Nalbari
Barpeta,Barpeta
Barpetaroad,Barpeta
Barpit,Nalbari
Barsimlaguri,Nalbari
Bartola,Nalbari
Bennabari,Nalbari
Bhadra,Nalbari
Mukalmua,Nalbari
Bhella,Barpeta
Bhojkuchi,Nalbari
Bhowanipur,Barpeta
Nalbari,Nalbari
Burinagar,Nalbari
Chaibari,Nalbari
Chanda,Nalbari
Chandkuchi,Nalbari
Chechapani,Nalbari
Chilling,Nalbari
Dalbari,Nalbari
Dangarmakha,Nalbari
Darangamala,Nalbari
Darangapara,Nalbari
Debachara,Nalbari
Dihira,Nalbari
Dirua,Nalbari
Gandhia,Nalbari
Gerua,Nalbari
Geruapara,Nalbari
Ghograpar,Nalbari
Gobradal,Nalbari
Golibandha,Nalbari
Gopalthan,Nalbari
Guakuchi,Nalbari
Haribhanga,Nalbari
Hatinamati,Nalbari
Haziragaon,Nalbari
Helana,Nalbari
Hidilatari,Nalbari
Howly,Barpeta
Jalahghat,Barpeta
Jalkhana,Nalbari
Janijog,Nalbari
Jaysagar,Nalbari
Kaithalkuchi,Nalbari
Kakaya,Nalbari
Kalag,Nalbari
Kalgachia,Barpeta
Kalipur,Nalbari
Kaljar,Nalbari
Kaplabari,Nalbari
Karemura,Nalbari
Karia,Nalbari
Mussalpur,Nalbari
Kauli,Nalbari
Kekankuchi,Nalbari
Kendukuchi,Nalbari
Kharsitha,Nalbari
Kharua,Nalbari
Khatikuchi,Nalbari
Khagrabari,Nalbari
Kokilabari,Barpeta
Kumarikata,Nalbari
Larkuchi,Nalbari
Lohasrkata,Nalbari
Lowtola,Nalbari
Madhapur,Nalbari
Mayanbari,Barpeta
Motipur,Nalbari
Mugkuchi,Nalbari
Muktapur,Nalbari
Nagrijuli,Nalbari
Nankarbhaira,Nalbari
Narua,Nalbari
Nikashi,Nalbari
Nityananda,Barpeta
Nizbahjani,Nalbari
Nizdhamdhama,Nalbari
Paharpur,Nalbari
Pakribari,Nalbari
Patacharkuchi,Barpeta
Patkijuli,Nalbari
Pub Baramchari,Nalbari
Bangaon.,Nalbari
Sandheli,Nalbari
Sanekuchi,Nalbari
Santinagar,Barpeta
Sarthebari,Barpeta
Sarupeta,Barpeta
Sathisamuka,Nalbari
Saukuchi,Nalbari
Simlaguri,Barpeta
Sondha,Nalbari
Sorbhog,Barpeta
Suradi,Nalbari
Tambulpur,Nalbari
Terechia,Nalbari
Thamna,Nalbari
Thanguri,Nalbari
Tihu,Nalbari
Ulabari,Nalbari
Begusarai,Begusarai
Khagaria,Khagaria
Teghra,Begusarai
Begusarai H.o,Begusarai
Mansi,Khagaria
Balia,Begusarai
Barauni,Begusarai
Beldaur,Khagaria
Darbhanga,Darbhanga
Biraul,Darbhanga
Beniipur],Darbhanga
Benipur,Darbhanga
Darbhnaga,Darbhanga
Muzaffarpur,Muzaffarpur
Madhubani,Madhubani
Pupri,Sitamarhi
Samastipur,Samastipur
Hanumannagar,Darbhanga
Benipur],Darbhanga
Singhwara,Darbhanga
Raxaul,East Champaran
Chakia,East Champaran
Areraj,East Champaran
Motihari,East Champaran
Pakari Dayal,East Champaran
Dhaka,East Champaran
Sikrahana,East Champaran
Sikarahana,East Champaran
Kalyanpur,East Champaran
P.dayal,East Champaran
Chakia(Pipra),East Champaran
Chauradano,East Champaran
Chiraia,East Champaran
Pakri Dayal,East Champaran
Bankatwa,East Champaran
Sangrampur,East Champaran
Ghorasahan,East Champaran
Madhuban,East Champaran
Harsidhi,East Champaran
Kotwa,East Champaran
Kesaria,East Champaran
Adapur,East Champaran
Mehsi,East Champaran
Chaurdano,East Champaran
Patahi,East Champaran
Motihari H.o.,East Champaran
Phenhara,East Champaran
Piprakothi,East Champaran
Ramgarhwa,East Champaran
Tetaria,East Champaran
Banjaria,East Champaran
Klyanpur,East Champaran
Sugauli,East Champaran
Turkaulia,East Champaran
Benipatti,Madhubani
Jhanjharpur,Madhubani
Andhratharhi,Madhubani
Phulparas,Madhubani
Jaynagar,Madhubani
Laukahi,Madhubani
Nirmali,Supaul
Jainagar,Madhubani
Babubarhi,Madhubani
Ghoghardiha,Madhubani
Ladania,Madhubani
Harlakhi,Madhubani
Sadar Madhubani,Madhubani
Laukaha,Madhubani
Phulaparas,Madhubani
Madhepur,Madhubani
Kaluahi,Madhubani
Pandaul,Madhubani
Basopatti,Madhubani
Supaul,Supaul
Jale,Darbhanga
Khajauli,Madhubani
Basantpur,Supaul
Madhubnai,Madhubani
Marauna,Supaul
Jhanjhapur,Madhubani
Rajnagar,Madhubani
Chhatapur,Supaul
Beniptti,Madhubani
Bandra,Muzaffarpur
Mushahari,Muzaffarpur
Kurhani,Vaishali
Bochaha,Muzaffarpur
Sahebganj,Muzaffarpur
Sakra,Muzaffarpur
Katra,Sitamarhi
Minapur,Muzaffarpur
Aurai,Muzaffarpur
Kanti,Muzaffarpur
Sakara,Muzaffarpur
Muraul,Muzaffarpur
Paroo,Muzaffarpur
Saraiya,Muzaffarpur
Chehra Kalan,Vaishali
Maniari,Muzaffarpur
Marwan,Muzaffarpur
Mushahri,Muzaffarpur
Purnea,Purnia
Araria,Araria
Katihar,Katihar
Kishanganj,Kishanganj
Araria Rs,Araria
Baisi,Purnia
Kishaganj,Kishanganj
Kishagnaj,Kishanganj
Kishangaj,Kishanganj
Arraia,Araria
Kishanagnj,Kishanganj
Bamankhi,Purnia
Araira,Araria
Araraia,Araria
Kishangnj,Kishanganj
Kishanaganj,Kishanganj
Kaihar,Katihar
Kishanganhj,Kishanganj
Chausa,Madhepura
Kishanpur,Supaul
Raghopur,Supaul
Mahishi,Saharsa
Sour Bazar,Saharsa
Puraini,Madhepura
Salkhua,Saharsa
Kahara,Saharsa
Murliganj,Madhepura
Pipra Bazar,Supaul
Gamaharia,Supaul
S.b.raj,Saharsa
Udakishanganj,Madhepura
Sonbersa Raj,Saharsa
Tribeniganj,Supaul
Madhepura,Madhepura
Kumarkhan,Madhepura
Kahra,Saharsa
Triveniganj,Supaul
Alamnagar,Madhepura
Nauhatta,Saharsa
Saharsa,Supaul
Sonbarsa,Saharsa
Birpur,Supaul
Simri Bakhtiarpur,Saharsa
Singheshwar,Madhepura
Sbraj,Saharsa
Sanagar,Madhepura
Ragahopur,Supaul
Bihariganj,Madhepura
Kumarkhand,Madhepura
Pipra,Supaul
Saraigarh,Supaul
Simri Bakhtiapur,Saharsa
Chatapur,Supaul
Patarghat,Saharsa
Chattapur,Supaul
Pratapganj,Supaul
Shankarpur,Madhepura
Saur Bazar,Saharsa
Triveniganj\,Supaul
Gamahria,Supaul
Saraigarh Bhaptiyahi,Supaul
Chhata Pur,Supaul
Gwalapara,Madhepura
Banma,Saharsa
Pataghat,Saharsa
Gamharia,Madhepura
Uda Kishanganj,Madhepura
Madhepura Mdg,Madhepura
Udakisanganj,Madhepura
Satar Kataiya,Saharsa
S.a.nagar,Madhepura
Chousa,Saharsa
Sattar,Saharsa
Singheshwar\,Madhepura
Piprabazar,Supaul
Sour Bazar \,Saharsa
Singheswar,Madhepura
Shah Alam Nagar,Madhepura
Udakishunganj,Madhepura
Bibhutpur,Samastipur
Pusa,Samastipur
Dalsinghsarai,Samastipur
Hasanpur,Samastipur
Mohiuddinagar,Samastipur
Rosera,Samastipur
Chapra,Saran
Dariapur,Saran
Marhaura,Saran
Parsa,Saran
Siswan,Siwan
Sonepur,Saran
Amnour,Saran
Bhagwanpur Hat,Siwan
Jalalpur,Saran
Dighwara,Saran
Manjhi,Saran
Taraiya,Saran
Garkha,Saran
Lahladpur,Saran
Ekma,Saran
Ishupur,Saran
Revelganj,Saran
Panapur,Saran
Mashrakh,Saran
Nagra,Saran
Barhara,Bhojpur
Baniapur,Saran
Maker,Saran
Purnahiya,Sheohar
Runnisaidpur,Sitamarhi
Dumra,Sitamarhi
Piprahi,Sitamarhi
Parihar,Sitamarhi
Riga,Sitamarhi
Sonbersa,Sitamarhi
Bajpatti,Sitamarhi
R. Saidpur,Sitamarhi
Nanpur,Sitamarhi
Parsauni,Sitamarhi
Choraut,Sitamarhi
Runisaidpur,Sitamarhi
M. Ganj,Sitamarhi
Sursand,Sitamarhi
Bairgania,Sitamarhi
R.saidpur,Sitamarhi
Bathnaha,Sitamarhi
Majorganj,Sitamarhi
Belsand,Sitamarhi
Bokhra,Sitamarhi
Sheohar,Sheohar
Bokhara,Sitamarhi
Piprarhi,Sheohar
Pupari,Sitamarhi
Gopalganj,Gopalganj
Siwan,Siwan
Andar,Siwan
